,component_name,created_at,device_id,id,occurred_at,updated_at,value,name,sensor_kind,Timestamp,Kitchen,Laundry,Toilet,Medication Area,Living Room,Master Bedroom,Spare Bedroom,Bathroom
0,motion,2017-03-05T09:00:11.240Z,6,189233,2017-03-05T09:00:11.233Z,2017-03-05T09:00:11.240Z,inactive,Kitchen Motion,Motion,2017-03-05T09:00:11.233Z,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,motion,2017-03-05T09:00:13.760Z,6,189235,2017-03-05T09:00:13.753Z,2017-03-05T09:00:13.760Z,active,Kitchen Motion,Motion,2017-03-05T09:00:13.753Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
2,motion,2017-03-05T09:00:24.141Z,7,189237,2017-03-05T09:00:24.131Z,2017-03-05T09:00:24.141Z,active,spare_bedroom - corridor transit,Transit,2017-03-05T09:00:24.131Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
3,motion,2017-03-05T09:00:27.242Z,10,189239,2017-03-05T09:00:27.234Z,2017-03-05T09:00:27.242Z,active,Laundry Motion,Motion,2017-03-05T09:00:27.234Z,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
4,motion,2017-03-05T09:00:29.934Z,13,189241,2017-03-05T09:00:29.927Z,2017-03-05T09:00:29.934Z,active,toilet - laundry transit,Transit,2017-03-05T09:00:29.927Z,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
5,motion,2017-03-05T09:00:30.521Z,14,189244,2017-03-05T09:00:30.515Z,2017-03-05T09:00:30.521Z,active,Toilet Motion,Motion,2017-03-05T09:00:30.515Z,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
6,motion,2017-03-05T09:00:35.022Z,7,189246,2017-03-05T09:00:35.010Z,2017-03-05T09:00:35.022Z,inactive,spare_bedroom - corridor transit,Transit,2017-03-05T09:00:35.010Z,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
7,motion,2017-03-05T09:00:36.000Z,6,189248,2017-03-05T09:00:35.981Z,2017-03-05T09:00:36.000Z,inactive,Kitchen Motion,Motion,2017-03-05T09:00:35.981Z,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
8,motion,2017-03-05T09:00:37.824Z,10,189250,2017-03-05T09:00:37.811Z,2017-03-05T09:00:37.824Z,inactive,Laundry Motion,Motion,2017-03-05T09:00:37.811Z,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
9,motion,2017-03-05T09:00:52.132Z,13,189252,2017-03-05T09:00:52.121Z,2017-03-05T09:00:52.132Z,inactive,toilet - laundry transit,Transit,2017-03-05T09:00:52.121Z,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
10,motion,2017-03-05T09:00:53.014Z,14,189254,2017-03-05T09:00:53.006Z,2017-03-05T09:00:53.014Z,inactive,Toilet Motion,Motion,2017-03-05T09:00:53.006Z,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
11,motion,2017-03-05T09:01:08.761Z,14,189256,2017-03-05T09:01:08.750Z,2017-03-05T09:01:08.761Z,active,Toilet Motion,Motion,2017-03-05T09:01:08.750Z,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
12,motion,2017-03-05T09:01:08.947Z,10,189257,2017-03-05T09:01:08.940Z,2017-03-05T09:01:08.947Z,active,Laundry Motion,Motion,2017-03-05T09:01:08.940Z,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
13,motion,2017-03-05T09:01:10.368Z,13,189260,2017-03-05T09:01:10.362Z,2017-03-05T09:01:10.368Z,active,toilet - laundry transit,Transit,2017-03-05T09:01:10.362Z,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
14,motion,2017-03-05T09:01:15.156Z,7,189262,2017-03-05T09:01:15.145Z,2017-03-05T09:01:15.156Z,active,spare_bedroom - corridor transit,Transit,2017-03-05T09:01:15.145Z,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
15,motion,2017-03-05T09:01:17.656Z,6,189264,2017-03-05T09:01:17.645Z,2017-03-05T09:01:17.656Z,active,Kitchen Motion,Motion,2017-03-05T09:01:17.645Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
16,motion,2017-03-05T09:01:25.756Z,7,189266,2017-03-05T09:01:25.746Z,2017-03-05T09:01:25.756Z,inactive,spare_bedroom - corridor transit,Transit,2017-03-05T09:01:25.746Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
17,motion,2017-03-05T09:01:25.842Z,7,189267,2017-03-05T09:01:25.811Z,2017-03-05T09:01:25.842Z,inactive,spare_bedroom - corridor transit,Transit,2017-03-05T09:01:25.811Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
18,motion,2017-03-05T09:01:30.020Z,14,189269,2017-03-05T09:01:30.005Z,2017-03-05T09:01:30.020Z,inactive,Toilet Motion,Motion,2017-03-05T09:01:30.005Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
19,motion,2017-03-05T09:01:31.815Z,10,189271,2017-03-05T09:01:31.807Z,2017-03-05T09:01:31.815Z,inactive,Laundry Motion,Motion,2017-03-05T09:01:31.807Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
20,motion,2017-03-05T09:01:32.181Z,13,189273,2017-03-05T09:01:32.162Z,2017-03-05T09:01:32.181Z,inactive,toilet - laundry transit,Transit,2017-03-05T09:01:32.162Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
21,motion,2017-03-05T09:01:38.263Z,19,189275,2017-03-05T09:01:38.244Z,2017-03-05T09:01:38.263Z,active,Medication Area,Motion,2017-03-05T09:01:38.244Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
22,motion,2017-03-05T09:02:13.406Z,19,189277,2017-03-05T09:02:13.395Z,2017-03-05T09:02:13.406Z,inactive,Medication Area,Motion,2017-03-05T09:02:13.395Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
23,motion,2017-03-05T09:02:15.982Z,6,189279,2017-03-05T09:02:15.975Z,2017-03-05T09:02:15.982Z,inactive,Kitchen Motion,Motion,2017-03-05T09:02:15.975Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
24,motion,2017-03-05T09:02:39.741Z,6,189281,2017-03-05T09:02:39.730Z,2017-03-05T09:02:39.741Z,active,Kitchen Motion,Motion,2017-03-05T09:02:39.730Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
25,motion,2017-03-05T09:03:12.244Z,6,189283,2017-03-05T09:03:12.232Z,2017-03-05T09:03:12.244Z,inactive,Kitchen Motion,Motion,2017-03-05T09:03:12.232Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
26,motion,2017-03-05T09:04:18.940Z,6,189285,2017-03-05T09:04:18.928Z,2017-03-05T09:04:18.940Z,active,Kitchen Motion,Motion,2017-03-05T09:04:18.928Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
27,motion,2017-03-05T09:04:30.233Z,6,189287,2017-03-05T09:04:30.226Z,2017-03-05T09:04:30.233Z,inactive,Kitchen Motion,Motion,2017-03-05T09:04:30.226Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
28,motion,2017-03-05T09:05:21.809Z,6,189289,2017-03-05T09:05:21.798Z,2017-03-05T09:05:21.809Z,active,Kitchen Motion,Motion,2017-03-05T09:05:21.798Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
29,motion,2017-03-05T09:05:44.236Z,6,189291,2017-03-05T09:05:44.224Z,2017-03-05T09:05:44.236Z,inactive,Kitchen Motion,Motion,2017-03-05T09:05:44.224Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
30,motion,2017-03-05T09:05:51.102Z,6,189293,2017-03-05T09:05:51.095Z,2017-03-05T09:05:51.102Z,active,Kitchen Motion,Motion,2017-03-05T09:05:51.095Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
31,motion,2017-03-05T09:07:12.248Z,6,189295,2017-03-05T09:07:12.226Z,2017-03-05T09:07:12.248Z,inactive,Kitchen Motion,Motion,2017-03-05T09:07:12.226Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
32,motion,2017-03-05T09:07:21.053Z,6,189297,2017-03-05T09:07:21.042Z,2017-03-05T09:07:21.053Z,active,Kitchen Motion,Motion,2017-03-05T09:07:21.042Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
33,motion,2017-03-05T09:07:32.239Z,6,189299,2017-03-05T09:07:32.226Z,2017-03-05T09:07:32.239Z,inactive,Kitchen Motion,Motion,2017-03-05T09:07:32.226Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
34,motion,2017-03-05T09:07:34.150Z,6,189301,2017-03-05T09:07:34.143Z,2017-03-05T09:07:34.150Z,active,Kitchen Motion,Motion,2017-03-05T09:07:34.143Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
35,motion,2017-03-05T09:07:56.980Z,6,189303,2017-03-05T09:07:56.968Z,2017-03-05T09:07:56.980Z,inactive,Kitchen Motion,Motion,2017-03-05T09:07:56.968Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
36,motion,2017-03-05T09:08:10.070Z,6,189305,2017-03-05T09:08:10.060Z,2017-03-05T09:08:10.070Z,active,Kitchen Motion,Motion,2017-03-05T09:08:10.060Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
37,motion,2017-03-05T09:08:20.978Z,6,189307,2017-03-05T09:08:20.966Z,2017-03-05T09:08:20.978Z,inactive,Kitchen Motion,Motion,2017-03-05T09:08:20.966Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
38,motion,2017-03-05T09:08:23.888Z,6,189309,2017-03-05T09:08:23.881Z,2017-03-05T09:08:23.888Z,active,Kitchen Motion,Motion,2017-03-05T09:08:23.881Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
39,motion,2017-03-05T09:08:47.234Z,6,189311,2017-03-05T09:08:47.222Z,2017-03-05T09:08:47.234Z,inactive,Kitchen Motion,Motion,2017-03-05T09:08:47.222Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
40,motion,2017-03-05T09:09:01.651Z,6,189313,2017-03-05T09:09:01.639Z,2017-03-05T09:09:01.651Z,active,Kitchen Motion,Motion,2017-03-05T09:09:01.639Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
41,motion,2017-03-05T09:09:22.977Z,6,189315,2017-03-05T09:09:22.967Z,2017-03-05T09:09:22.977Z,inactive,Kitchen Motion,Motion,2017-03-05T09:09:22.967Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
42,motion,2017-03-05T09:09:30.367Z,6,189317,2017-03-05T09:09:30.359Z,2017-03-05T09:09:30.367Z,active,Kitchen Motion,Motion,2017-03-05T09:09:30.359Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
43,motion,2017-03-05T09:10:29.093Z,19,189319,2017-03-05T09:10:29.084Z,2017-03-05T09:10:29.093Z,active,Medication Area,Motion,2017-03-05T09:10:29.084Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
44,motion,2017-03-05T09:10:40.150Z,19,189321,2017-03-05T09:10:40.137Z,2017-03-05T09:10:40.150Z,inactive,Medication Area,Motion,2017-03-05T09:10:40.137Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
45,motion,2017-03-05T09:11:14.287Z,19,189323,2017-03-05T09:11:14.273Z,2017-03-05T09:11:14.287Z,active,Medication Area,Motion,2017-03-05T09:11:14.273Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
46,motion,2017-03-05T09:11:33.973Z,6,189325,2017-03-05T09:11:33.961Z,2017-03-05T09:11:33.973Z,inactive,Kitchen Motion,Motion,2017-03-05T09:11:33.961Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
47,motion,2017-03-05T09:11:35.400Z,19,189327,2017-03-05T09:11:35.390Z,2017-03-05T09:11:35.400Z,inactive,Medication Area,Motion,2017-03-05T09:11:35.390Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
48,motion,2017-03-05T09:11:38.159Z,6,189329,2017-03-05T09:11:38.147Z,2017-03-05T09:11:38.159Z,active,Kitchen Motion,Motion,2017-03-05T09:11:38.147Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
49,motion,2017-03-05T09:11:39.229Z,19,189331,2017-03-05T09:11:39.221Z,2017-03-05T09:11:39.229Z,active,Medication Area,Motion,2017-03-05T09:11:39.221Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
50,motion,2017-03-05T09:11:50.402Z,19,189333,2017-03-05T09:11:50.392Z,2017-03-05T09:11:50.402Z,inactive,Medication Area,Motion,2017-03-05T09:11:50.392Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
51,motion,2017-03-05T09:12:20.973Z,6,189335,2017-03-05T09:12:20.962Z,2017-03-05T09:12:20.973Z,inactive,Kitchen Motion,Motion,2017-03-05T09:12:20.962Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
52,motion,2017-03-05T09:12:24.222Z,6,189337,2017-03-05T09:12:24.215Z,2017-03-05T09:12:24.222Z,active,Kitchen Motion,Motion,2017-03-05T09:12:24.215Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
53,motion,2017-03-05T09:13:12.145Z,19,189345,2017-03-05T09:13:12.133Z,2017-03-05T09:13:12.145Z,active,Medication Area,Motion,2017-03-05T09:13:12.133Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
54,motion,2017-03-05T09:13:51.402Z,19,189353,2017-03-05T09:13:51.391Z,2017-03-05T09:13:51.402Z,inactive,Medication Area,Motion,2017-03-05T09:13:51.391Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
55,motion,2017-03-05T09:13:56.807Z,19,189355,2017-03-05T09:13:56.800Z,2017-03-05T09:13:56.807Z,active,Medication Area,Motion,2017-03-05T09:13:56.800Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
56,motion,2017-03-05T09:14:05.953Z,7,189357,2017-03-05T09:14:05.940Z,2017-03-05T09:14:05.953Z,active,spare_bedroom - corridor transit,Transit,2017-03-05T09:14:05.940Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
57,motion,2017-03-05T09:14:06.011Z,7,189358,2017-03-05T09:14:06.000Z,2017-03-05T09:14:06.011Z,active,spare_bedroom - corridor transit,Transit,2017-03-05T09:14:06.000Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
58,motion,2017-03-05T09:14:16.994Z,7,189360,2017-03-05T09:14:16.980Z,2017-03-05T09:14:16.994Z,inactive,spare_bedroom - corridor transit,Transit,2017-03-05T09:14:16.980Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
59,motion,2017-03-05T09:14:31.395Z,19,189368,2017-03-05T09:14:31.387Z,2017-03-05T09:14:31.395Z,inactive,Medication Area,Motion,2017-03-05T09:14:31.387Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
60,motion,2017-03-05T09:14:35.963Z,6,189370,2017-03-05T09:14:35.956Z,2017-03-05T09:14:35.963Z,inactive,Kitchen Motion,Motion,2017-03-05T09:14:35.956Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
61,motion,2017-03-05T09:14:40.968Z,6,189372,2017-03-05T09:14:40.960Z,2017-03-05T09:14:40.968Z,active,Kitchen Motion,Motion,2017-03-05T09:14:40.960Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
62,motion,2017-03-05T09:15:09.612Z,7,189380,2017-03-05T09:15:09.600Z,2017-03-05T09:15:09.612Z,active,spare_bedroom - corridor transit,Transit,2017-03-05T09:15:09.600Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
63,motion,2017-03-05T09:15:09.642Z,7,189381,2017-03-05T09:15:09.623Z,2017-03-05T09:15:09.642Z,active,spare_bedroom - corridor transit,Transit,2017-03-05T09:15:09.623Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
64,motion,2017-03-05T09:15:09.654Z,7,189382,2017-03-05T09:15:09.630Z,2017-03-05T09:15:09.654Z,active,spare_bedroom - corridor transit,Transit,2017-03-05T09:15:09.630Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
65,motion,2017-03-05T09:15:11.780Z,19,189384,2017-03-05T09:15:11.773Z,2017-03-05T09:15:11.780Z,active,Medication Area,Motion,2017-03-05T09:15:11.773Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
66,motion,2017-03-05T09:15:17.997Z,7,189386,2017-03-05T09:15:17.985Z,2017-03-05T09:15:17.997Z,inactive,spare_bedroom - corridor transit,Transit,2017-03-05T09:15:17.985Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
67,motion,2017-03-05T09:15:22.145Z,19,189388,2017-03-05T09:15:22.134Z,2017-03-05T09:15:22.145Z,inactive,Medication Area,Motion,2017-03-05T09:15:22.134Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
68,motion,2017-03-05T09:15:24.219Z,6,189390,2017-03-05T09:15:24.211Z,2017-03-05T09:15:24.219Z,inactive,Kitchen Motion,Motion,2017-03-05T09:15:24.211Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
69,motion,2017-03-05T09:15:27.855Z,6,189392,2017-03-05T09:15:27.847Z,2017-03-05T09:15:27.855Z,active,Kitchen Motion,Motion,2017-03-05T09:15:27.847Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
70,motion,2017-03-05T09:15:57.903Z,7,189400,2017-03-05T09:15:57.895Z,2017-03-05T09:15:57.903Z,active,spare_bedroom - corridor transit,Transit,2017-03-05T09:15:57.895Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
71,motion,2017-03-05T09:16:18.970Z,6,189408,2017-03-05T09:16:18.957Z,2017-03-05T09:16:18.970Z,inactive,Kitchen Motion,Motion,2017-03-05T09:16:18.957Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
72,motion,2017-03-05T09:16:20.109Z,7,189410,2017-03-05T09:16:20.101Z,2017-03-05T09:16:20.109Z,inactive,spare_bedroom - corridor transit,Transit,2017-03-05T09:16:20.101Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
73,motion,2017-03-05T09:16:29.008Z,6,189420,2017-03-05T09:16:29.001Z,2017-03-05T09:16:29.008Z,active,Kitchen Motion,Motion,2017-03-05T09:16:29.001Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
74,motion,2017-03-05T09:16:39.978Z,6,189422,2017-03-05T09:16:39.957Z,2017-03-05T09:16:39.978Z,inactive,Kitchen Motion,Motion,2017-03-05T09:16:39.957Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
75,motion,2017-03-05T09:16:41.820Z,6,189424,2017-03-05T09:16:41.813Z,2017-03-05T09:16:41.820Z,active,Kitchen Motion,Motion,2017-03-05T09:16:41.813Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
76,motion,2017-03-05T09:17:03.269Z,19,189426,2017-03-05T09:17:03.260Z,2017-03-05T09:17:03.269Z,active,Medication Area,Motion,2017-03-05T09:17:03.260Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
77,motion,2017-03-05T09:17:25.143Z,19,189434,2017-03-05T09:17:25.134Z,2017-03-05T09:17:25.143Z,inactive,Medication Area,Motion,2017-03-05T09:17:25.134Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
78,motion,2017-03-05T09:17:29.213Z,6,189436,2017-03-05T09:17:29.206Z,2017-03-05T09:17:29.213Z,inactive,Kitchen Motion,Motion,2017-03-05T09:17:29.206Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
79,motion,2017-03-05T09:17:42.153Z,6,189444,2017-03-05T09:17:42.137Z,2017-03-05T09:17:42.153Z,active,Kitchen Motion,Motion,2017-03-05T09:17:42.137Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
80,motion,2017-03-05T09:18:25.216Z,6,189452,2017-03-05T09:18:25.208Z,2017-03-05T09:18:25.216Z,inactive,Kitchen Motion,Motion,2017-03-05T09:18:25.208Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
81,motion,2017-03-05T09:18:29.097Z,6,189454,2017-03-05T09:18:29.090Z,2017-03-05T09:18:29.097Z,active,Kitchen Motion,Motion,2017-03-05T09:18:29.090Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
82,motion,2017-03-05T09:18:52.219Z,6,189456,2017-03-05T09:18:52.207Z,2017-03-05T09:18:52.219Z,inactive,Kitchen Motion,Motion,2017-03-05T09:18:52.207Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
83,motion,2017-03-05T09:19:16.530Z,6,189458,2017-03-05T09:19:16.520Z,2017-03-05T09:19:16.530Z,active,Kitchen Motion,Motion,2017-03-05T09:19:16.520Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
84,motion,2017-03-05T09:21:33.959Z,6,189472,2017-03-05T09:21:33.948Z,2017-03-05T09:21:33.959Z,inactive,Kitchen Motion,Motion,2017-03-05T09:21:33.948Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
85,motion,2017-03-05T09:21:37.850Z,6,189474,2017-03-05T09:21:37.838Z,2017-03-05T09:21:37.850Z,active,Kitchen Motion,Motion,2017-03-05T09:21:37.838Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
86,motion,2017-03-05T09:22:00.280Z,19,189476,2017-03-05T09:22:00.269Z,2017-03-05T09:22:00.280Z,active,Medication Area,Motion,2017-03-05T09:22:00.269Z,Unoccupied,Unoccupied,Unoccupied,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied
87,motion,2017-03-05T09:22:21.144Z,19,189478,2017-03-05T09:22:21.131Z,2017-03-05T09:22:21.144Z,inactive,Medication Area,Motion,2017-03-05T09:22:21.131Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
88,motion,2017-03-05T09:22:46.212Z,6,189480,2017-03-05T09:22:46.201Z,2017-03-05T09:22:46.212Z,inactive,Kitchen Motion,Motion,2017-03-05T09:22:46.201Z,Unoccupied,Unoccupied,Unoccupied,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied
89,motion,2017-03-05T09:22:53.042Z,6,189482,2017-03-05T09:22:53.032Z,2017-03-05T09:22:53.042Z,active,Kitchen Motion,Motion,2017-03-05T09:22:53.032Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
90,motion,2017-03-05T09:23:39.955Z,6,189484,2017-03-05T09:23:39.944Z,2017-03-05T09:23:39.955Z,inactive,Kitchen Motion,Motion,2017-03-05T09:23:39.944Z,Occupied Inactive,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
91,motion,2017-03-05T09:23:43.718Z,6,189486,2017-03-05T09:23:43.709Z,2017-03-05T09:23:43.718Z,active,Kitchen Motion,Motion,2017-03-05T09:23:43.709Z,Occupied Active,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied,Unoccupied
